업소명,운영상태코드,주소,전화번호,지역
"피에스클린(PS클린)","영업중","서울특별시 성동구 용답동 235번지 2호 금풍빌딩","",성동구
"주식회사 에프파이브서울원","영업중","서울특별시 성동구 도선동 70번지 창성빌딩 294호","",성동구
"그린환경테크(주)","영업중","서울특별시 성동구 성수동2가 277번지 17호 성수아카데미타워 1913호","02-464-2218",성동구
"(주)미래체육시설안전기술","영업중","","02-2215-0262",성동구
"네오캠크린","영업중","서울특별시 성동구 성수동2가 284번지 50호 삼풍아파트형공장 지1층 7호","070-8612-4724",성동구
"(주) 두리교우파워시스템","영업중","서울특별시 성동구 용답동 235번지 2호 금풍빌딩 3층 308호","02-766-5477",성동구
"서운STS(주)","영업중","서울특별시 성동구 용답동 228번지 13호 서운빌딩 3층","2246-9124",성동구
"(주)캠크린프로서비스","영업중","서울특별시 성동구 성수2가3동 284번지 50호","465-9983",성동구
"서울성동지역자활센터","영업중","서울특별시 성동구 옥수동 562번지 1호 서울성동지역자활센터 3층","02-2299-6658",성동구
"아이티앤가드 주식회사","영업중","서울특별시 성동구 금호동1가 116번지","02-2292-0800",성동구
"주식회사 쏘프레쉬앤코","영업중","서울특별시 성동구 성수동1가 305번지 선출빌딩 1층 1호","",성동구
"팝펀이벤트","영업중","서울특별시 성동구 용답동 236-3 4층 1호","02-2205-2802",성동구
"낙원환경","영업중","서울특별시 성동구 송정동 99번지 3호 시그널토탈카 B101호","2245-3797",성동구
"코리아베스트씨스템","폐업","서울특별시 송파구 석촌동 276번지 2호 석촌꽃마을빌딩","",송파구
"중앙방역","영업중","서울특별시 송파구 삼전동 14번지 6호 (지층)","02)423-9642",송파구
"(주)스마일종합관리","영업중","서울특별시 송파구 오금동 113번지 3호 송학빌딩 302호","02)443-1224",송파구
"(주)한창탑","영업중","서울특별시 송파구 장지동 375번지 (1층)","02)2213-9022",송파구
"원선환경방역","영업중","서울특별시 송파구 석촌동 273번지 1호 서원빌딩 708호","02)414-6638",송파구
"자운환경(주)","영업중","서울특별시 송파구 가락동 79번지 4호 세화오피스텔 812호","02)443-2434",송파구
"조흥관리(주)","영업중","서울특별시 송파구 문정동 31번지 8호 자양빌딩 401호","02)403-0011",송파구
"태경플랜트(주)","영업중","서울특별시 송파구 가락동 196번지 16호 (1층)","02)402-1371",송파구
"새한방역","영업중","서울특별시 송파구 거여동 33번지 7호 (3층)","02)408-0014",송파구
"온누리환경","영업중","서울특별시 송파구 방이동 108번지 10호 (2층)","02)413-2009",송파구
"에이취이아이(주)","영업중","서울특별시 송파구 송파동 19번지 5호 남경빌딩 303호","02)420-2746",송파구
"(주)벡스원","영업중","서울특별시 송파구 가락동 70번지 19호 가락대림상가 3층","02)403-7688",송파구
"경기관리(주)","영업중","서울특별시 송파구 송파동 19번지 5호 남경빌딩 301호","02)420-2234",송파구
"아롬텍","영업중","서울특별시 송파구 문정동 125번지 (지하1층)","02)406-8219",송파구
"성수기업사","영업중","서울특별시 송파구 방이동 71번지 2호 서봉빌딩 201호","02)412-2367",송파구
"삼디(3D)뱅크","영업중","서울특별시 송파구 송파동 118번지 8호 (104호)","02)420-0870",송파구
"(주)피엔제이관리공사","영업중","서울특별시 송파구 석촌동 282번지 2호 서경빌딩(3층)","02)588-3818",송파구
"(주)케이티파워텍","영업중","서울특별시 송파구 석촌동 156번지 정현빌딩 301호","02)859-6262",송파구
"(주)동경엠앤에스","영업중","서울특별시 송파구 석촌동 23번지 2호 대정빌딩(2층)","02)420-7112",송파구
"(주)용우테크","영업중","서울특별시 송파구 가락동 186번지 9호 (1층)","02)839-2686",송파구
"(주)탑코리아디앤씨","영업중","서울특별시 송파구 송파동 8번지 2호 신천빌딩 3층","02)3442-4248",송파구
"(주)우상이엔티","영업중","서울특별시 송파구 문정동 37번지 7호 태성빌딩 202호","02)443-8360",송파구
"좋은생활환경","영업중","서울특별시 송파구 삼전동 178번지 1호 지하1층","02)522-8678",송파구
"(주)새미래친환경","영업중","서울특별시 송파구 오금동 154번지 15호 (1층)","02)409-1477",송파구
"이원방재(주)","영업중","서울특별시 송파구 방이동 106번지 (201호)","02)414-7052",송파구
"신광환경건설산업","영업중","서울특별시 송파구 방이동 226번지 1호 고려빌딩(4층)","02)423-8445",송파구
"(주)엔오에이씨앤씨","영업중","서울특별시 송파구 송파동 108번지 10호 동양빌딩 203호","02)713-0936",송파구
"(주)데이지관리","영업중","서울특별시 송파구 문정동 81번지 6호 (2층)","02)443-7400",송파구
"(주)다솔에스엠","영업중","서울특별시 송파구 문정동 99번지 12호 그린빌딩(4층)","02)407-3946",송파구
"(주)경쓰","영업중","서울특별시 송파구 가락동 79번지 5호 밀리아나2차오피스텔","02-555-0444",송파구
"(주)세스코 송파지사","폐업","서울특별시 송파구 풍납2동 269번지 10호 무성빌딩 2층","02-482-8011",송파구
"이엠자연","폐업","","02-418-0197",송파구
"(주)파란종합관리","폐업","서울특별시 송파구 가락2동 180번지 8호 4층","02)401-3883",송파구
"(주)자산관리재무","영업중","서울특별시 송파구 문정동 62번지 3호 다인빌딩 301호","02-3432-0225",송파구
"한국월드그린","영업중","","02)412-0135",송파구
"향우종합관리(주)","영업중","서울특별시 송파구 신천동 7번지 29호 향군타워","02-417-9391",송파구
"웰빙팜스(주) 송파지점","폐업","","024883329",송파구
"(주)더블유에프텍","영업중","","02-418-0012",송파구
"프런티어엠","영업중","서울특별시 송파구 풍납동 505번지 1호 송원재 지하1층 101 호","02)703-9947",송파구
"(주)강동그린텍","영업중","","070-4849-5427",송파구
"(주)태인이앤지","영업중","서울특별시 송파구 장지동 116번지 9호 401호","02-443-4532",송파구
"(주)에코미스트","영업중","서울특별시 송파구 송파동 138번지 6호 2층","02-414-0132",송파구
"(주)가온비에스","폐업","서울특별시 송파구 가락본동 91번지 5호 부성빌딩 601호","02-408-3339",송파구
"참좋은환경송파","영업중","서울특별시 송파구 오금동 70번지 201호","",송파구
"청솔시스템(주)","영업중","서울특별시 송파구 거여동 5번지 19호 명산복합주택 104호","02-477-3478",송파구
"그린웰빙건축사사무소(주)","폐업","서울특별시 송파구 잠실본동 310번지 103호","02-425-0585",송파구
"(주)비에프디","","서울특별시 송파구 송파1동 84번지 5호 4층 1호","02-2042-7501",송파구
"그린F5송파영업본부","영업중","서울특별시 송파구 송파동 121번지 한양아파트상가 43호","02-422-4377",송파구
"(주)바이탈오투","영업중","서울특별시 송파구 가락동 111번지 27호 경복빌딩","02-402-9400",송파구
"(주)태경서비스","영업중","","02-421-2118",송파구
"상록환경플러스","영업중","서울특별시 송파구 풍납동 404번지 (2층)","02)482-2869",송파구
"(주)토탈씨엠에스에이전시","폐업","서울특별시 송파구 거여1동 135번지 31호","02)418-0700",송파구
"(주)지혜개발","폐업","서울특별시 송파구 송파2동 103번지 31호 예빌딩 201호","02)423-3961",송파구
"(주)지에스비","","서울특별시 송파구 잠실본동 175번지 14호 두성빌딩 7층","1644-7030",송파구
"(주)수호원","폐업","서울특별시 송파구 가락본동 99번지 3호 제일오피스텔 616호","02)402-3071",송파구
"믿음사","폐업","","02-423-7633",송파구
"모스서비스(MOS SERVICE)","폐업","","",송파구
"현대환경설비(주)","영업중","서울특별시 송파구 문정동 80번지 3호 지하1층","02)407-2222",송파구
"(주)영구관리","폐업","","1577-0963",송파구
"동산종합관리","","서울특별시 송파구 잠실동 328번지 5호 (3층)","02)417-6945",송파구
"(주)현대환경산업","영업중","","592-0090",송파구
"(주)토우에스이엠","폐업","서울특별시 송파구 석촌동 287번지 2호 서도빌딩 4층","070-4010-3025",송파구
"(주)파란실업","영업중","","02-404-7472",송파구
"유한회사 한국보안공사","폐업","서울특별시 송파구 방이2동 110번지 13호 4층","02-3432-5799",송파구
"(주)매직파트너스","폐업","서울특별시 송파구 문정동 39번지","",송파구
"(주)케어스","폐업","","1688-0799",송파구
"(주)청우티에스","영업중","서울특별시 송파구 거여동 21번지 11호","02-734-1181",송파구
"다원CS","영업중","서울특별시 송파구 거여동 290번지 1호 세신거여종합상가 312호","070-7565-6999",송파구
"다미이엔씨","영업중","서울특별시 송파구 문정1동 30번지 9호 지하1층","",송파구
"(주)케이티씨엠에스","영업중","","02-418-0700",송파구
"(주)하이피아","영업중","서울특별시 송파구 가락본동 70번지 8호 수연빌딩(3층)","02-407-1093",송파구
"서울환경컴퍼니","영업중","","02)425-3060",송파구
"Noticle(노티끌)","폐업","","",송파구
"(주)태영이엔비","폐업","","02-2216-4534",송파구
"(주)도움플러스","영업중","서울특별시 송파구 오금동 40번지 19호","02)412-8804",송파구
"(주)강동에코텍","영업중","","02)402-1802",송파구
"누리에이치앤디(주)","영업중","서울특별시 송파구 가락동 46번지 7호","02-430-2922",송파구
"(유)탄천산업","영업중","","02)534-1736",송파구
"(주)비오워크","영업중","","02-418-7997",송파구
"평아기업(주)","폐업","","024153234",송파구
"(주)동재시스템","영업중","서울특별시 송파구 송파1동 89번지 8호 301호","02)420-1086",송파구
"이레안전시스템(주)","영업중","서울특별시 송파구 석촌동 297번지 43호 양주빌딩 203호","02)423-8830",송파구
"크린탈","영업중","서울특별시 송파구 가락본동 30번지 6호   302호","02-483-6111",송파구
"(주)누림코리아","","","070-4855-2080",송파구
"(주)더원솔루션","영업중","서울특별시 송파구 송파동 166번지 가락삼익맨숀상가 2-2호","02-2202-3122",송파구
"(주)물빛환경","폐업","서울특별시 송파구 거여2동 258번지 30호 지하1층","06-1661-0264",송파구
"세이프존","영업중","서울특별시 송파구 풍납1동 509번지 씨티극동아파트상가 201호","02-3427-5678",송파구
"정우방역","폐업","서울특별시 송파구 거여동 5번지 23호 (201호)","02)406-8121",송파구
"유창물산(주)","영업중","서울특별시 송파구 송파1동 131번지 22호 1층","02-412-4933",송파구
"(주)멀티파워텍","영업중","서울특별시 송파구 잠실본동 228번지 8호 극동빌딩 비동 401호","02-417-0900",송파구
"미래환경개발공사","폐업","","",송파구
"대덕프라임산업(주)","영업중","서울특별시 송파구 문정1동 45번지 9호 (3층)","02-3402-2616",송파구
"블루크린(주)","영업중","서울특별시 송파구 가락동 79번지 5호 밀리아나2차오피스텔 1113호","02-2216-3317",송파구
"(주)우진종합관리","폐업","","1899-2024",송파구
"베스트클린존","영업중","서울특별시 송파구 가락동 83번지 6호 상원빌딩 602호","",송파구
"(주)파이런텍","폐업","서울특별시 송파구 문정동 107번지 2호 세안빌딩 2층","02-407-3488",송파구
"(주)인터내셔널태인","영업중","서울특별시 송파구 문정동 116번지 9호 402호","02)403-9823",송파구
"(주)핸씨드","영업중","","02)579-6161",송파구
"(주)휴먼에코랩","영업중","","1599-2582",송파구
"(주)비앤비클린","영업중","서울특별시 송파구 문정1동 11번지 7호 지하1층","02-3402-2616",송파구
"(주)현진씨티","영업중","","02-409-4546",송파구
"NAMO세이프존","영업중","서울특별시 송파구 가락동 93번지 금강빌딩 713호","070-4141-1199",송파구
"자운크린(주)","폐업","서울특별시 송파구 신천동 11번지 장미C상가 502호-나","02-443-2434",송파구
"도도컴퍼니","영업중","서울특별시 송파구 거여동 293번지 1호 세신거여훼미리타운 지하1층 125호","1670-7345",송파구
"(주)애드민에스엔엔스","영업중","서울특별시 송파구 잠실본동 181번지 2호 성진빌딩 7층","02-2203-6483",송파구
"(유)우원티엠","영업중","서울특별시 송파구 가락동 78번지 1호 한화오벨리스크 210호","02)445-5511",송파구
"비젬코","영업중","서울특별시 송파구 문정동 80번지 11호 성지빌딩 301호","02)3012-4500",송파구
"(주)파란종합관리","영업중","서울특별시 송파구 가락동 180번지 8호 대정하우스빌딩","02-401-3883",송파구
"(주)한국환경개발","영업중","서울특별시 송파구 오금동 121번지 15호 덕생빌딩 3층","02-3431-0045",송파구
"(주)한국에스웨이","영업중","서울특별시 송파구 방이동 24번지 3호 제이타워빌딩","02-798-4211",송파구
"(주)그린파트너","폐업","서울특별시 송파구 방이2동 58번지 10호 그린캐슬 2층","02-419-8600",송파구
"헬스엔케어성남티엠에스","폐업","서울특별시 송파구 문정동 36번지","",송파구
"(주)바이클린","폐업","서울특별시 송파구 거여동 290번지 1호 세신거여종합상가 511호","02-413-6401",송파구
"한일환경","영업중","","02-422-1134",송파구
"(주)클린이벤트","영업중","서울특별시 송파구 가락동 99번지 3호 제일오피스텔 516-1호","",송파구
"(유)와이번스안전관리시스템","영업중","서울특별시 송파구 오금동 39번지 1호","02)407-0493",송파구
"(주)태경씨앤시","폐업","서울특별시 송파구 가락2동 155번지 2호 인성빌딩 302호","3401-9765",송파구
"한창산업개발","폐업","","",송파구
"(주)클린아이디어","폐업","","",송파구
"(주)테콘아이엔씨","영업중","서울특별시 송파구 문정동 634 가든파이브라이프 T7097호","02-2157-8866",송파구
"(주)스카이","폐업","","02)414-3312",송파구
"(주)가온아이피엠","영업중","","02-431-9775",송파구
"(주)가온아이피엠","영업중","서울특별시 송파구 오금동 95번지 2호 대진빌딩","431-9775",송파구
"(주)화인에코스","영업중","서울특별시 송파구 오금동 136번지","",송파구
"(주)퓨머크린","영업중","서울특별시 송파구 송파동 106번지 15호 영진빌딩 303호","",송파구
"(주)이랑씨에스","영업중","서울특별시 송파구 송파동 121번지 한양아파트상가 305호","02-907-8974",송파구
"키즈아머","영업중","","02-2157-8272",송파구
"(주)포컴","영업중","","02-423-7723",송파구
"올어바웃 페스트","영업중","","",송파구
"(주)택선생플러스센터","영업중","서울특별시 송파구 문정동 80-29 202호","02-401-0547",송파구
"현대조경개발홀딩스(주)","영업중","","",송파구
"(주)서울위생환경관리","영업중","","02-2157-7379",송파구
"케이엔자산관리(주)","영업중","서울특별시 송파구 석촌동 173번지 8호 소망빌딩","02-21387853",송파구
"굿써비스","영업중","","",송파구
"정C&C","영업중","서울특별시 송파구 잠실동 232번지 3호 206호","",송파구
"(주)엠피에스","영업중","","02-334-8811",송파구
"(주)영가","영업중","","02-2143-3012",송파구
"서천환경(주)","영업중","서울특별시 송파구 풍납동 505번지 8호 102호","485-5367",송파구
"(주)비엠더코리아","영업중","서울특별시 송파구 방이동 191번지 12호 한마을빌딩 202호","479-4135",송파구
"(주)제이에프아이앤씨","영업중","서울특별시 송파구 문정동 645번지 2호 에이치비지니스파크 1013호","02-2138-2872",송파구
"그린파워키퍼","영업중","서울특별시 송파구 풍납동 175번지 솔바람복지센타 102호","02-406-2805",송파구
"(주)싱크피플","영업중","서울특별시 송파구 문정동 644번지 2호 문정현대지식산업센터1-2 씨동 1003호","",송파구
"송파지역자활센터","영업중","서울특별시 송파구 풍납동 175번지 솔바람복지센타 1호","02-406-7119",송파구
"에이스컴퍼니","영업중","서울특별시 송파구 풍납동 408-19 202호","",송파구
"(주)유앤굿라이프","영업중","서울특별시 송파구 문정동 632번지 가든파이브웍스 에스동 604호","02-888-3009",송파구
"녹산유지관리(주)","영업중","서울특별시 송파구 가락동 136 501호","02-476-2964",송파구
"본에코(주)","영업중","서울특별시 송파구 삼전동 178번지 301호","02-414-6221",송파구
"(주)바이탈오투","폐업","","02-402-9400",송파구
"(주)세스코 영등포지사","영업중","","02-2676-8301",영등포구
"삼호실업(주)","영업중","서울특별시 영등포구 여의도동 25번지 5호 1403호","02)780-0636",영등포구
"(주)대교산업","영업중","서울특별시 영등포구 여의도동 25-3 동화빌딩","02-783-2272",영등포구
"주식회사 오성이앤비","영업중","서울특별시 영등포구 양평동1가 116번지 48호","",영등포구
"(주)케이디텍","영업중","서울특별시 영등포구 양평동2가 37번지 1호 동아프라임밸리","02-6096-6380",영등포구
"(주)잉글리쉬맨파워코리아","영업중","서울특별시 영등포구 여의도동 36번지 2호 맨하탄빌딩 11층 6호","",영등포구
"(주)특임용역사업단","영업중","서울특별시 영등포구 여의도동 14번지 2호 동아빌딩 5층","738-8240",영등포구
"(주)특임용역사업단","영업중","서울특별시 영등포구 여의도동 14번지 2호 동아빌딩 5층","7388240",영등포구
"크린청","폐업","서울특별시 영등포구 도림동 107번지 4호 1층","070-7590-1233",영등포구
"(주)광진씨엔에스","폐업","서울특별시 영등포구 신길동 116번지 1호 4층","832-6206",영등포구
"스마일크린","영업중","","",영등포구
"명진기업(주)","영업중","서울특별시 영등포구 양평동2가 37번지 2호","",영등포구
"선우환경관리(주)","영업중","서울특별시 영등포구 당산동6가 306번지 1호","",영등포구
"(주)휴먼이솔루션","영업중","","02-2679-0325",영등포구
"주식회사 홈앤아이 클린케어","영업중","서울특별시 영등포구 영등포동6가 68번지 5호 경암빌딩","",영등포구
"(주)토우에스이엠","영업중","서울특별시 영등포구 당산동2가 30번지 2호","02-6166-3117",영등포구
"제일방역","폐업","","02-2675-0009",영등포구
"CS방역","영업중","서울특별시 영등포구 양평동1가 245번지","",영등포구
"대한민국 특수임무수행자회","폐업","서울특별시 영등포구 여의도동 14번지 2호  동아빌딩5층(502/503)","780-4855",영등포구
"부림위생","폐업","","",영등포구
"(주)친환경","영업중","서울특별시 영등포구 양평동2가 36번지 37호 지하1층","",영등포구
"엘림에스엘(주)","영업중","서울특별시 영등포구 양평동2가 35번지 6호 2층","02)2069-1784",영등포구
"(주)대신이엠에스","영업중","","02-6673-0305",영등포구
"케이에프앤에스(주)","영업중","서울특별시 영등포구 여의도동 28번지 2호","3278-1300",영등포구
"(주)에스에스개발","영업중","","02-831-9734",영등포구
"보건기업(주)","영업중","서울특별시 영등포구 문래동5가 9번지 벽산디지털밸리 1602-2","833-2731",영등포구
"아세아환경(주)","영업중","","02-780-6876",영등포구
"태가비엠(주)","영업중","","02-562-9431",영등포구
"정건물관리공사","영업중","","02-2633-0459",영등포구
"주식회사 평산종합관리","영업중","","02-2675-8301",영등포구
"(주)태왕사이언스","영업중","","",영등포구
"더 편한The 편한","영업중","서울특별시 영등포구 문래동1가 96번지 4호 한양빌딩 6층","",영등포구
"(주)한성세영비엔에이","영업중","서울특별시 영등포구 영등포동 592번지 27호 1층","2636-7422",영등포구
"(주)좋은세상 씨앤씨","폐업","서울특별시 영등포구 대림3동 683번지 21호  (지하1층)","",영등포구
"(주)환경을 아는 사람들","폐업","서울특별시 영등포구 여의도동 13번지 20호 41통 5반 프린스텔 505호","1599-1714",영등포구
"(주)케이와이시스템","폐업","","",영등포구
"주식회사 제이개발","영업중","서울특별시 영등포구 양평동2가 43번지 6호 삼성코코빌 102동 204호","02-2631-0355",영등포구
"다잘","영업중","서울특별시 영등포구 도림동 224번지","",영등포구
"(주)한국커리어서치","영업중","서울특별시 영등포구 영등포동3가 8번지 연암빌딩(3층)","",영등포구
"주식회사 세프로","영업중","서울특별시 영등포구 여의도동 44번지 12호 고려빌딩","",영등포구
"(주)에프터클린","영업중","서울특별시 영등포구 양평동1가 9번지 32호 윤당제1빌딩","",영등포구
"코스원","영업중","","02-2632-4020",영등포구
"에코에어","영업중","서울특별시 영등포구 신길동 401번지 8호 신길동","070-4231-1044",영등포구
"(주)에이지","영업중","서울특별시 영등포구 신길4동 235번지 파자상가 4층 507호","070-8746-3895",영등포구
"코로나소독협회","영업중","서울특별시 영등포구 대림동 688번지 12호","",영등포구
"스카다엔지니어링","영업중","","02-842-5525",영등포구
"버그벅스","영업중","서울특별시 영등포구 당산동6가 328번지 4호","",영등포구
"(주)진은종합개발","영업중","서울특별시 영등포구 당산동6가 339번지 3호 환희빌딩 3층","02-2631-3954~6",영등포구
"(주)대양비앤씨","폐업","","",영등포구
"서울영등포지역자활센터","영업중","","02-848-0600",영등포구
"(주)청솔이엔브이","영업중","서울특별시 영등포구 영등포동7가 94번지 369호","2637-2881",영등포구
"(주)물과공기","영업중","서울특별시 영등포구 여의도동 12번지 5호","",영등포구
"(주)삼정맨파워","영업중","","02-798-7775",영등포구
"보흥실업(주)","영업중","","02-761-0633",영등포구
"(주)건은","영업중","","02-780-0558",영등포구
"(주)엔와이파트너스","폐업","","02-769-1024",영등포구
"석대ENG(주)","폐업","서울특별시 영등포구 신길3동 329번지 35호","831-6566",영등포구
"태린이엔씨","폐업","","02-2068-8933",영등포구
"성원방역공사","영업중","","02-835-8114",영등포구
"샤론이엠에스(주)","폐업","서울특별시 영등포구 양평동3가 77번지 80호","",영등포구
"버그프리","영업중","","",영등포구
"(주)푸른숲조경","","서울특별시 영등포구 당산동3가 42번지 2층","02-2069-4455",영등포구
"바퀴벌레 퇴치 라이크","영업중","서울특별시 영등포구 양평동2가 34번지 15호","1600-0696",영등포구
"(유)대주에이치알","영업중","서울특별시 영등포구 당산동2가 11번지 6호 2층","",영등포구
"(주)미래에이치알에스","폐업","서울특별시 영등포구 당산동6가 234번지 16호","3667-7490",영등포구
"두레ENC","영업중","","833-0222",영등포구
"서천환경(주)","영업중","서울특별시 영등포구 신길7동 690번지 1층","485-5367",영등포구
"영보환경","폐업","","02-2675-6483",영등포구
"로취에이원","영업중","서울특별시 영등포구 당산동1가 9번지 1호 코오롱아파트 44~45호","02-884-1195",영등포구
"비티엠써비스","영업중","서울특별시 영등포구 문래동3가 55번지 2호 에이스하이테크시티","02-3483-2000",영등포구
"리에이즈 서비스 주식회사","영업중","서울특별시 영등포구 당산동3가 552번지 3호 신일빌딩","02-6478-2100",영등포구
"(주) 발렉스서비스","영업중","서울특별시 영등포구 여의도동 23번지 6호 한국휴렛팩커드빌딩","02-707-0680",영등포구
"청수기업사","영업중","서울특별시 영등포구 신길동 219번지 5호","02-834-4173",영등포구
"(주)인광지엔이","휴업","","",영등포구
"전국기초생활수급자 복지중앙회","영업중","","1661-3239",영등포구
"이수환경공사(주)","영업중","서울특별시 영등포구 당산동3가 558번지 3호 2층","02-3281-6463",영등포구
"(주)에스제이파워","영업중","서울특별시 영등포구 양평동1가 28번지 2호","02-2069-1012",영등포구
"에이젯클린(AZClean)","영업중","","",영등포구
"닥터버그","영업중","서울특별시 영등포구 당산동1가 9번지 1호 당산동코오롱주.상복합아파트","02-306-7959",영등포구
"(주)정인비티엠","폐업","서울특별시 영등포구 신길5동 449번지 37호","832-0095",영등포구
"(사)환경사랑나눔회 희망세상제작단","폐업","","02-3667-3151",영등포구
"(주)엠피에스","영업중","","02-334-8811",영등포구
"주식회사 성우서비스","영업중","서울특별시 영등포구 양평동1가 116번지 48호","02-3273-7030",영등포구
"(주)삼오종합관리","폐업","서울특별시 영등포구 도림동 266번지 2호","02-835-3535",영등포구
"(주)올포원지엠","영업중","서울특별시 영등포구 영등포동7가 29번지 128호 2층","783-0081",영등포구
"(주)비젼FMS코리아","영업중","서울특별시 영등포구 신길7동 829번지 2층","02-423-0341~2",영등포구
"(주)엑큐","영업중","서울특별시 영등포구 양평동3가 16번지 양평동우림 이 비지센타","02-578-6336",영등포구
"SK방역테크","영업중","서울특별시 영등포구 영등포동7가 94번지 14호 우성빌딩 7층","02-2672-3735",영등포구
"굿모닝씨앤씨(주)","영업중","서울특별시 영등포구 양평동3가 46번지","02-2628-5780",영등포구
"(주)제로맨","영업중","서울특별시 영등포구 당산동6가 328번지 4호","02-1544-2650",영등포구
"현풍개발(주)","영업중","","02-2672-5670",영등포구
"(주)우림맨테크","영업중","","02-2630-0936",영등포구
"(주)고암","영업중","","02-326-3011",영등포구
"주식회사 나음","영업중","서울특별시 영등포구 당산동6가 323번지","3454-1994",영등포구
"다이음(주)","영업중","서울특별시 영등포구 당산동6가 329번지 4호","",영등포구
"은혜","폐업","서울특별시 영등포구 대림3동 667번지 11호   201호","",영등포구
"(주)정다운 세상","영업중","서울특별시 영등포구 대림3동 605번지 31호","",영등포구
"(주)곰두리토탈서비스","영업중","서울특별시 영등포구 영등포동8가 92번지","02-2632-2021",영등포구
"흥안실업(주)","영업중","서울특별시 영등포구 신길3동 225번지 30호","249-2591",영등포구
"주식회사 대건기업","영업중","서울특별시 영등포구 대림3동 778번지 42호 명진빌딩 5층","02-783-9111",영등포구
"금정클린","폐업","","050-5553-1119",영등포구
"엠알지케이 주식회사","영업중","서울특별시 영등포구 여의도동 53번지 1호","02-711-5000",영등포구
"주식회사 승학","영업중","서울특별시 영등포구 당산동4가 94번지 1호","909-2906",영등포구
"이레피엔알","폐업","서울특별시 영등포구 당산동1가 115번지","070-4131-9090",영등포구
"(주)디아코니아","폐업","서울특별시 영등포구 여의도동 14번지 32호 정원빌딩 308호","",영등포구
"(주)서비스엠","폐업","","1688-5360",영등포구
"JS","폐업","서울특별시 영등포구 문래동1가 96번지 4호 (402호)","02)2677-1674",영등포구
"대성종합관리","영업중","","02-2631-5357",영등포구
"(주)그린온","영업중","서울특별시 영등포구 양평동3가 13번지","02-6010-7735",영등포구
"(주)고도시스템","영업중","서울특별시 영등포구 여의도동","2699-0855",영등포구
"학교환경개선지원센터","영업중","서울특별시 영등포구 양평동4가 7번지 3호 영창빌딩","02-2635-7777",영등포구
"세화 환경관리","영업중","","02-2676-1919",영등포구
"(주)대륙BTS","폐업","","02-834-4454",영등포구
"케이에스테크(KS-TECH)","영업중","서울특별시 영등포구 신길동 2096번지","02-712-9551",영등포구
"시마&클린","폐업","","02-847-1970",영등포구
"서울청소체","영업중","서울특별시 영등포구 문래동4가 67 리버뷰 신안인스빌","",영등포구
"홈앤아이 클린케어","폐업","서울특별시 영등포구 영등포동6가 68번지 5호 경암빌딩","02-774-5001",영등포구
"은나노 매직크린","영업중","서울특별시 영등포구 신길동 4716번지 지하 1층","",영등포구
"풍성산업","영업중","서울특별시 영등포구 양평동2가 36번지 37호","",영등포구
"(주)삼양인터내셔날","영업중","서울특별시 영등포구 당산동4가 80번지 보헌빌딩","02-6450-0510",영등포구
"에이티크리에이션(주)","폐업","","02-3141-4551",영등포구
"엘림에스 주식회사","영업중","서울특별시 영등포구 양평동2가 35번지 6호","",영등포구
"노바의료기","영업중","","02-2638-0005",영등포구
"승리체육산업(주)","영업중","서울특별시 영등포구 문래동5가 9 벽산디지털밸리","833-2355",영등포구
"K나라방역크린","영업중","서울특별시 영등포구 대림동 672번지 7호","",영등포구
"(주) 거영피엠씨","영업중","서울특별시 영등포구 양평동2가 23 양평동벽산블루밍아파트","786-0195",영등포구
"(주)두레비즈","폐업","서울특별시 영등포구 여의도동 16번지 3호 산업은행본점 지하1층","02-787-7987",영등포구
"(주)금강종합관리","폐업","","02-2677-9333",영등포구
"(주)행복이 가득한 미래관리","영업중","서울특별시 영등포구 대림동 651번지 4호 방남빌딩 201호","02-852-6801",영등포구
"(주)민창개발","영업중","서울특별시 영등포구 영등포동1가 27번지 3호 금반석시티빌8차","525-2587",영등포구
"(주)성진시스템즈","영업중","서울특별시 영등포구 당산동 121번지 155호 동우빌딩 4층","02-2679-6947",영등포구
"(주)크린코스","영업중","","2671-1573",영등포구
"(사)국민안전교육연수원","영업중","서울특별시 영등포구 문래동3가 54번지 37호","02-2633-5595",영등포구
"승학에듀","영업중","서울특별시 영등포구 당산동4가 94번지 1호 당산2차삼성아파트","",영등포구
"주식회사 에이지클린케어","영업중","","",영등포구
"(주)금조산업","영업중","서울특별시 영등포구 여의도동 13번지 여의도파라곤","02-761-1138",영등포구
"에이원","영업중","서울특별시 영등포구 당산동6가 328번지 4호 우성빌딩","",영등포구
"태린이엔씨","영업중","서울특별시 영등포구 양평동2가 23번지","02-2068-8933",영등포구
"(주)유니피플","영업중","서울특별시 영등포구 당산동 121번지 73호 영등빌딩","02-2676-1730",영등포구
"주식회사 버그벅스","영업중","서울특별시 영등포구 당산동6가 328번지 4호 우성빌딩","02-1661-3592",영등포구
"그린F5 영등포본부","영업중","서울특별시 영등포구 신길동 1351번지 3호 천록빌딩","02-844-1009",영등포구
"영등포클린협동조합(자활기업)","영업중","서울특별시 영등포구 신길동 67번지 1호 신길동경남아파트","02-833-2119",영등포구
"더좋은세상","영업중","서울특별시 영등포구 대림동 683번지 21호","",영등포구
"주식회사 이에스엘에듀케이션","영업중","서울특별시 영등포구 당산동 121번지 59호 당산빌딩","02-2675-6633",영등포구
"에스클린","영업중","서울특별시 영등포구 당산동3가 395-25","",영등포구
